nama_produk,harga_produk,penjual,lokasi_toko,jumlah_terjual,rating_produk,brand
Kanzler Crispy Chicken Nugget,45000,Bhu2iFrozenFood,Tangerang,40,4.9,Kanzler
kanzler nugget crispy,50000,Dapur_Rasya,Jakarta Selatan,13,5.0,Kanzler
Kanzler Single Sosis 65 gram,8500,ADAM FROZEN FOOD JOGJA,Kab. Sleman,250,5.0,Kanzler
KANZLER CRISPY CHICKEN NUGGET 450GR,41500,Trio Frozen Cimahi,Cimahi,70,5.0,Kanzler
KANZLER CRISPY NUGGET 450GR,40500,Daging Kita Bandung,Bandung,19,5.0,Kanzler
KANZLER SINGLES BAKSO KEJU 48 GR,6900,LOTTE Mart Official,Jakarta Selatan,250,5.0,Kanzler
Kanzler Crispy Chicken Nugget / Nugget Ayam / Naget Ayam Krispi 450gr,45900,Bliss Kitchen Tangerang,Tangerang,100,5.0,Kanzler
Kanzler Cheese Bratwurst 360gr (5pcs) Sosis Kanzler Keju,45400,HokTung Mart,Jakarta Utara,100,5.0,Kanzler
KANZLER CRISPY CHICKEN NUGGET 450gr,45000,JFF - JAYA FROZEN FOOD,Jakarta Barat,7,5.0,Kanzler
nugget kanzler crispy,40000,Andini Frozen & Snack,Jakarta Barat,40,5.0,Kanzler
Kanzler Sosis Beef Cocktail 250gr,26000,Kebab Mini Frozen Food,Jakarta Timur,500,5.0,Kanzler
KANZLER SOSIS FRANKFURTER COCKTAIL 500 G,43700,Madina Frost,Kab. Tangerang,250,5.0,Kanzler
kanzler nugget original,45000,Kayesh Food,Tangerang Selatan,7,5.0,Kanzler
Kanzler Sosis Beef Cocktail 500gr Isi 26 pcs Premium Quality,60000,frozenology,Bekasi,100,5.0,Kanzler
Kanzler Crispy Chicken Nugget I 450gr,46250,Pangkalan Frozen Food Jatiasih,Bekasi,13,5.0,Kanzler
Kanzler Chicken Cordon Bleu 300gr,49500,Moma Food,Jakarta Barat,24,5.0,Kanzler
kanzler Chicken nugget premium 450 gram,39300,FM Grosir,Depok,40,5.0,Kanzler
KANZLER CRISPY CHICKEN NUGGET,45000,QueenCookie,Jakarta Utara,16,5.0,Kanzler
Kanzler Chicken Gordon Blue 6 pcs,127500,Emeryl,Jakarta Barat,100,5.0,Kanzler
kanzler beef cocktail 500 gr,52000,indigo frozen,Surabaya,500,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450g,49900,Toko Sembako Basir,Depok,7,5.0,Kanzler
Kanzler chicken nugget original 500gr,41500,Mahlaghastore,Tangerang,7,5.0,Kanzler
Kanzler Smoked Beef Ham Slice Round | Daging Sapi Asap (250 gr),36000,Hijrahfood Meatshop Bekasi,Bekasi,100,5.0,Kanzler
KANZLER Sosis Singles Mini 1 Box,87000,Dilla Frozen Food,Bekasi,40,5.0,Kanzler
KANZLER Sosis Beef Cocktail 500 g Halal  I Cheese Frankfurter Cocktail,50000,Baby Koala Sushi,Jakarta Selatan,20,5.0,Kanzler
Naget Crispy Kanzler 450gr,45000,Temanmasak snack,Bekasi,7,5.0,Kanzler
Kanzler Sosis Beef Coctail 250g,27000,RN FROZEN FOOD,Jakarta Selatan,24,5.0,Kanzler
kanzler crispy chicken nugget 450 gr naget ayam krispi,43500,bietsiell store,Jakarta Selatan,40,5.0,Kanzler
kanzler nugget original 450gram,39300,Quincy Frozen Mart,Tangerang,6,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450grm,41750,Akura Store Jkt,Jakarta Pusat,11,5.0,Kanzler
Kanzler Singles Sosis Sapi dan Ayam Rasa Original 65 gram,8500,Rahmatika Freshmart,Tangerang Selatan,100,5.0,Kanzler
KANZLER chicken nugget crispy 450gr,45000,TokoSarahAmanda,Tangerang Selatan,28,4.8,Kanzler
chicken nugget kanzler 450 gr,52000,ANDIN Snack n FrozenFood,Jakarta Timur,9,5.0,Kanzler
Kanzler Sosis Sapi Beef Cocktail 250Gr,28000,cemilan mahan,Surabaya,18,4.9,Kanzler
Chicken Nugget Crispy Kanzler 450gr,41960,Mahira Foods,Jakarta Timur,12,5.0,Kanzler
KANZLER BEEF COCKTAIL 250GR,28000,Lancar FreshMart,Jakarta Utara,100,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450 gr,42000,Adin's Chicken & Frozen Food,Jakarta Selatan,8,5.0,Kanzler
Kanzler Crispy Chicken Nugget / Nugget Naget Ayam Crispy 450 gr,41000,Ninafa Meatshop,Bandung,8,5.0,Kanzler
kanzler crispy chicken nugget 450gr extra meaty,44000,Little Java,Bekasi,12,5.0,Kanzler
KANZLER BEEF COCKTAIL 500 GR,52900,LOTTE Mart Official,Jakarta Selatan,100,5.0,Kanzler
Kanzler Chicken Cordon Bleu 900gr Cordon Blue,122600,Naturallyoufm,Jakarta Utara,100,5.0,Kanzler
TERMURAH Kanzler Beef Cocktail 500gr Premium Cimory,52965,NS Food Store,Jakarta Barat,40,5.0,Kanzler
"KANZLER CRISPY CHICKEN NUGGET 450GR KHUSUS OJOL KURIR,GARING CRISPY",46575,Thalia bahan kue sawangan depok,Depok,19,5.0,Kanzler
Kanzler Bockwurst Sosis 1kg,120000,INDO FROZEN,Bekasi,60,5.0,Kanzler
kanzler nugget crispy,42000,Bunda Norma Frozen,Jakarta Timur,7,5.0,Kanzler
KANZLER SOSIS FRANKFURTER COCKTAIL 500 GR,46500,Toko Sosis Menceng,Jakarta Barat,100,5.0,Kanzler
KANZLER CRISPY CHICKEN NUGGET / NUGGET AYAM,47500,Heimon Food Serpong,Tangerang Selatan,12,5.0,Kanzler
Nugget Kanzler/Nugget 450gr - Sahabatdapur,52000,Sahabatdapur1,Tangerang,9,5.0,Kanzler
Frozen Bandung Kanzler Crispy nuget 450gr,44500,Agen Frozen food Bandung,Bandung,17,5.0,Kanzler
Kanzler chicken nugget / kanzler crispy nugget ayam Halal Mui,42900,Younglife68,Jakarta Utara,70,5.0,Kanzler
Kanzler Chicken Nugget Crispy 450 gr,41000,sunricho3577,Jakarta Utara,1000,5.0,Kanzler
Kanzler sosis sapi ayam 65g 65gr 65 gr gram original / hot / keju,7800,promo online,Semarang,100,4.7,Kanzler
kanzler crispy chicken nugget 450gr,41800,DuoAL Frozen Food,Jakarta Timur,60,5.0,Kanzler
kanzler nugget crispy 450gr,42000,Suga frozen,Bekasi,29,5.0,Kanzler
kanzler crispy chicken nugget 450gr,41500,yasfrozen,Kab. Tangerang,30,5.0,Kanzler
Sosis Kanzler Beef Cocktail 1kg,112000,Frozen KFF,Tangerang Selatan,70,5.0,Kanzler
kanzler crispy chicken nugget 450gr,38000,Alkha Frozen,Jakarta Selatan,30,5.0,Kanzler
Kanzler Chicken Nugget 450 gr,47000,Boga Berkat Mandiri,Bekasi,100,5.0,Kanzler
Chicken Nugget Crispy | Naget Ayam | Kanzler 450g,47980,Meat & Fish Pesona Gintung,Tangerang Selatan,100,5.0,Kanzler
Kanzler Crispy Chicken Nugget Stick 450gr Nugget Ayam Kanzler,40900,NS Food Store,Jakarta Barat,4,5.0,Kanzler
kanzler nugget crispy 450gr ayam,41500,Tirta Biru 99,Depok,2,5.0,Kanzler
Kanzler Nugget Crispy 450gr,48500,BAFROZ,Surakarta,60,5.0,Kanzler
sosis kanzler cheese cocktail 500gr,45999,Cemerlang Teknik,Tangerang,50,5.0,Kanzler
Kanzler Chicken Cordon Bleu 300 gram,46000,Tazaj Shop,Bekasi,6,5.0,Kanzler
Kanzler Cheese Frankfurter Sausage | Sosis Sapi Isi Keju (360 gr),48500,Hijrahfood Meatshop Jaksel,Jakarta Selatan,60,5.0,Kanzler
KANZLER NUGGET CRISPY PREMIUM QUALITY 450 GRAM,68900,Superindo Indonesia Raya,Tangerang Selatan,17,5.0,Kanzler
KANZLER SINGLES ORIGINAL 65 GR - SOSIS,8960,Foodmart Atrium Senen,Jakarta Pusat,60,5.0,Kanzler
nugget kanzler crispy 120 gram,14500,Permata Frozen,Bekasi,6,5.0,Kanzler
KANZLER CHICKEN CORDON BLEU 300GR,47500,Frozen Al Fatih,Jakarta Timur,100,5.0,Kanzler
kanzler chicken nugget original/crispy,41000,VISHELLA SHOP,Jakarta Pusat,30,5.0,Kanzler
Kanzler Cricpy Chicken Nugget 450 Gram,41000,Tazaj Shop,Bekasi,18,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450 gr,48000,Meat Point_Sunter,Jakarta Utara,100,5.0,Kanzler
Kanzler Singles Sosis Sapi dan Ayam Rasa Pedas 65 gram,8500,Rahmatika Freshmart,Tangerang Selatan,50,5.0,Kanzler
Kanzler crispy chic nugget 450gr,69000,Bahagia_market,Jakarta Barat,6,5.0,Kanzler
Kanzler Sosis Beef Cocktail Sausages 500gr/250gr,61950,Alsyaka Frozen&Dairy Semarang,Semarang,30,5.0,Kanzler
kanzler cheese cocktail 500 gram,45900,Ngemil Cemil Yuks,Jakarta Selatan,19,5.0,Kanzler
naget ayam crispy chicken KANZLER,45000,Gudang Coklat & Snack,Kab. Bekasi,12,5.0,Kanzler
Kanzler Nugget Ayam 450Gr / Chicken Nuggets Crispy / Nugget Kanzler,49500,BerkahJaya_Galaxy,Bekasi,6,5.0,Kanzler
Kanzler Sosis Beef Coctail Sausage 250gr,28000,Gozzen Frozen Food,Kab. Bogor,40,5.0,Kanzler
crispy chicken nugget kanzler 450 gram,42950,rumahanekafrozen,Jakarta Barat,18,4.9,Kanzler
nugget kanzler crispy,39900,Rumah Durian Tasha Depok,Depok,100,5.0,Kanzler
kanzler smoked beef daging sapi asap 250 gr 250g gram slice burger,36000,teluk frozen,Jakarta Utara,19,4.6,Kanzler
Kanzler Sosis Single Gochujang 1 box isi 12 pack,90000,cinsshops,Jakarta Pusat,7,5.0,Kanzler
Kanzler Crispy Chicken Nugget 120gr,14900,Al Fatih Online,Bekasi,11,5.0,Kanzler
Kanzler Chicken Nugget 400gr | Naget Ayam,38500,Ina Cookies,Jakarta Timur,12,5.0,Kanzler
Kanzler Chicken Nugget 450 gr,49500,The_Kribstore,Depok,9,5.0,Kanzler
Kanzler Premium Chicken Nugget 450gr,44500,Well Done Foods,Denpasar,100,5.0,Kanzler
KANZLER SINGLES ORIGINAL 65 GR,7400,Zahra Froz,Jakarta Timur,4000,5.0,Kanzler
Kanzler crispy chicken nugget 450 gram,48900,Sasikirana frozen food,Jakarta Barat,19,5.0,Kanzler
Kanzler crispy chicken nugget 450gr,41000,Bandung Frozen Food Pungkur,Bandung,2000,5.0,Kanzler
Kanzler Beef Cocktail Sausage | Sosis Sapi Breakfast Original (250 gr),28900,Hijrahfood Meatshop Bekasi,Bekasi,100,5.0,Kanzler
SAUSAGE SINGLES KANZLER HOT 65GR SOSIS SAPI SINGLE PEDAS HALAL,8500,LatteBless,Jakarta Selatan,1000,5.0,Kanzler
KANZLER Sosis Cheese Frankfurter 360 gr,43300,Dilla Frozen Food,Bekasi,100,5.0,Kanzler
crispy chiken nugget 450gr kanzler,51000,FrzenHakiFood,Jakarta Barat,15,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450 gram,46000,Premium Mart Smg,Semarang,80,4.9,Kanzler
Sosis ayam kanzler cheese cocktail 500 gram / kanzler sosis cheese,46500,FG daily fresh,Jakarta Utara,60,5.0,Kanzler
nuget ayam kanzler 450 gr,43000,AndhiraOs,Kab. Bekasi,100,4.9,Kanzler
Kanzler Chicken Nugget 450gram,48000,Rumah Ikan Segar,Jakarta Pusat,6,5.0,Kanzler
CRISPY CHICKEN NUGGET KANZLER 450 GRAM NUGGET AYAM CRUNCHY,44500,CiezzeFrozen,Jakarta Barat,25,5.0,Kanzler
Kanzler Sosis Beef Wiener 360gram (Sosis Sapi),42100,Naturallyoufm,Jakarta Utara,250,5.0,Kanzler
Kanzler Bakso Singles Keju 48gr 1 box isi 12pcs,89999,Dapur C'Uwhie,Jakarta Barat,12,5.0,Kanzler
"Chicken Nugget Crispy Kanzler 450gr (Naget Ayam, Naget Krispi)",42500,Faaz Food (Frozen Food),Surabaya,17,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450gram,48000,Rumah Ikan Segar,Jakarta Pusat,7,5.0,Kanzler
Kanzler Crispy chicken nugget stick 450gr,45100,RSB PERMATA CIMAHI,Kab. Bandung Barat,30,5.0,Kanzler
Kanzler Cheese Cocktail Sausage | Sosis Breakfast Keju (500 gr),47000,Hijrahfood Meatshop Tanjung Duren Jakarta Barat,Jakarta Barat,22,5.0,Kanzler
kanzler chicken nugget 450gr NUGGET AYAM EXTRA MEATY,41900,Dunia Freshmart,Jakarta Utara,100,5.0,Kanzler
Kanzler Nugget Crispy / Nugget Ayam,44000,Kay's Mart Id,Bekasi,40,5.0,Kanzler
Kanzler Cheese Cocktail 500 gram Sosis Enak Murah Promo Ready Band,50000,Sanjaya Market,Bandung,100,5.0,Kanzler
kanzler crispy chicken nugget 450 gr,47900,JS Frozen Food,Palembang,30,5.0,Kanzler
Kanzler Singles Sosis Sapi dan Ayam Rasa Keju 65 gram,8500,Rahmatika Freshmart,Tangerang Selatan,100,4.9,Kanzler
sosis kanzler beef / cheese cocktail 500gr,46500,yuk belanja mom,Surabaya,60,5.0,Kanzler
Sosis Kanzler Beef Cocktail 250gr,28000,jauzaafrozenfood,Surabaya,5,5.0,Kanzler
sosis kanzler beef cocktail 1kg,114000,tokoflashsalemodernland,Tangerang,30,5.0,Kanzler
Kanzler Crispy Chicken Nugget,45150,Mr Berkah Frozen Food,Bekasi,16,5.0,Kanzler
Sosis Kanzler 65 Gr Makanan Instan,4500,cecemart metlandpuri,Tangerang,12,5.0,Kanzler
2 PAK - KANZLER NUGGET CRISPY 450GR,77800,KANZLER SOSIS,Jakarta Selatan,30,5.0,Kanzler
Kanzler SINGLES - Sosis dan Bakso Matang Ready To Eat,9880,cemilan4u,Bandung,100,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450 Gram,45650,Aroma Dapur,Jakarta Selatan,250,5.0,Kanzler
Sosis Kanzler Frankfurter Cocktail 500gr isi 26pcs,54444,deposusuofficial,Jakarta Barat,750,5.0,Kanzler
Kanzler Sosis Sapi Cheese Frankfurter 360gr,55000,Toko Kuliner,Jakarta Barat,100,5.0,Kanzler
Kanzler Beef Cocktail Sausage 500 Gr,49000,Kasyfil Market Jakarta,Jakarta Selatan,100,5.0,Kanzler
SOSIS KANZLER SIAP MAKAN TERBARU TERMURAH TERLARIS,8500,Pajajaran Snack,Kab. Bogor,100,5.0,Kanzler
Kanzler Chicken Nuget 450gr,41000,D2D Frozen Food,Bekasi,30,5.0,Kanzler
1 Box isi 12 Sosis Kanzler Single Mini Cheese Original (Bisa Mix),94500,NS Food Store,Jakarta Barat,250,4.9,Kanzler
kanzler crispy chicken nugget 450gr,46000,Taksam Frozen Food,Palembang,40,5.0,Kanzler
kanzler crispy chicken nugget 450gr,40500,Afarfrozenfood,Surabaya,80,4.9,Kanzler
Kanzler Beef Cocktail Sausage Sosis Sapi 250 Gram Gr,27000,Alanza Frozen Food,Tangerang Selatan,500,5.0,Kanzler
Kanzler Crispy Nugget 500gr,45500,ilafa,Jakarta Barat,50,5.0,Kanzler
KANZLER Sosis Frankfurter Coctail 500gr,44500,Gozzen Frozen Food,Kab. Bogor,27,4.9,Kanzler
Kanzler Sosis sapi beef cocktail 1kg / sosis sapi premium,116500,Younglife68,Jakarta Utara,100,4.9,Kanzler
Kanzler chicken nugget 450 gr,42000,bietsiell store,Jakarta Selatan,13,5.0,Kanzler
Kanzler Nuget Crispy 450gr,40000,Rajaza,Jakarta Timur,6,5.0,Kanzler
CHEESE FRANKFURTER KANZLER 360GR/5PCS SOSIS SAPI KEJU HALAL,46100,LatteBless,Jakarta Selatan,250,5.0,Kanzler
Kanzler Chiken Crispy,50000,"Halal Fresh House, Cinere",Depok,40,5.0,Kanzler
Crispy Nugget Kanzler 450gr,48000,Z FrozenFood,Bekasi,100,4.9,Kanzler
Sosis Kanzler 1pc,10500,Amin 99 Antasari (Sembako),Bandar Lampung,5,5.0,Kanzler
Nugget Ayam Kanzler Crispy 450gr,41750,Vira Frozen Food,Depok,25,5.0,Kanzler
Sosis Beef Cocktail Kanzler 1kg,110600,Ratu Daging Tangerang,Kab. Tangerang,250,5.0,Kanzler
Sosis Beef Cocktail Kanzler @1kg,110600,Ratu Daging,Jakarta Utara,1000,4.9,Kanzler
Nuget Kanzler Crispy Chicken 500gr Rak Sayur Padang,57400,Rak Sayur Official Shop,Padang,100,5.0,Kanzler
KANZLER FRANKFURTER COCKTAIL 500 GR,43100,Zahra Froz,Jakarta Timur,1000,5.0,Kanzler
kanzler smoked beef 250 gr,33900,FM Grosir,Depok,100,5.0,Kanzler
Kanzler Sosis Sapi Beef Cocktail Sosis Cimory 250 gram,28500,Happy fresh frozen,Tangerang Selatan,100,5.0,Kanzler
kanzler cordon bleu 300gr,46500,ZAS_FROZEN,Jakarta Pusat,3,5.0,Kanzler
Smoke Beef Kanzler 250gr | Kanzler Daging Sapi Asap,39000,DBK Pasar Minggu,Jakarta Selatan,250,4.9,Kanzler
Kanzler Beef Cocktail Sausage | Sosis Sapi Breakfast Original (250 gr),28900,Hijrahfood Meatshop Bogor Selatan,Bogor,60,4.9,Kanzler
KANZLER CRISPY NUGET - 120GR - BRONTZ JOGJA ,14900,BRONTZ JOGJA,Yogyakarta,30,5.0,Kanzler
1 Box 12pcs - Kanzler Sosis Singles Hot,90000,TokoSarahAmanda,Tangerang Selatan,9,5.0,Kanzler
kanzler sosis beef wiener,40000,Ratih Frozen Food,Depok,40,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450Gr FROZEN MEAT,59000,Toko Jovindo Official,Jakarta Utara,8,5.0,Kanzler
Kanzler Bockwurst sosis sapi ayam isi 14 berat 1 kg,120000,Rumah-Sosis,Depok,40,5.0,Kanzler
Naget Ayam Kanzler 500g,40500,Rifara Frozen Food,Surabaya,90,5.0,Kanzler
kanzler chicken nugget 450gr crispy,41000,Devan_frozen,Kab. Tangerang,6,5.0,Kanzler
Kanzler Smoked Beef 250 gr daging,35500,vresh milk,Bandung,250,5.0,Kanzler
kanzler chicken cordon bleu,46470,Nicky Frozen,Bekasi,14,5.0,Kanzler
KANZLER CHICKEN NUGGET 450gr,41000,RAJA BEKU,Jakarta Utara,500,5.0,Kanzler
kanzler beef cocktail 250 gr / sosis kanzler mini 250 gr,28188,Dapur C'Uwhie,Jakarta Barat,90,4.9,Kanzler
Kanzler Crispy Chicken Nugget 120 gr,16900,juansha frozen food,Palembang,6,5.0,Kanzler
Kanzler Crispy Chicken Nugget,45000,Arta Frozen Food,Tangerang Selatan,6,4.5,Kanzler
Kanzler Beef Cocktail 250gr Sosis Sapi Cocktail 250gr,27800,Naturallyoufm,Jakarta Utara,250,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450 Gram,45650,KreasiUnix,Jakarta Selatan,90,5.0,Kanzler
kanzler nugget crispy 450gr,45000,Sambal Gledek by dapurlapan,Tangerang Selatan,23,5.0,Kanzler
"Beef coktail sausage 500 gr, Produk Kanzler",55500,MBA Frozen Food,Surabaya,750,5.0,Kanzler
CRISPY CHICKEN NUGGET KANZLER,40500,frozen88jkt,Jakarta Selatan,50,5.0,Kanzler
Kanzler Sosis Frankfuter Cocktail 500gr,44000,Kebab Mini Frozen Food,Jakarta Timur,250,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450gr [ KHUSUS SUMBAR ],57600,everythingyouuneed-idn,Padang,5,5.0,Kanzler
Kanzler sosis beef cocktail 500 gr,59500,SIMBAT FROZEN MART,Palembang,100,5.0,Kanzler
Kanzler nuget crispy 450gr,43000,Makanenak Mustika Jaya,Bekasi,25,5.0,Kanzler
Kanzler beef winner 360gr sosis/frozen,47000,AS FROZEN MART,Tangerang,25,5.0,Kanzler
Kanzler Beef Cocktail Sausage 21s 250 Gr,28100,RBH FROZEN,Tangerang Selatan,12,5.0,Kanzler
sosis kanzler frankfurter coctail,45000,Ratih Frozen Food,Depok,70,5.0,Kanzler
Kanzler Smoked Beef 250GR Kanzler Daging Asap,35600,Naturallyoufm,Jakarta Utara,100,5.0,Kanzler
Kanzler Sosis Beef Coctail Sausage 500gr,53000,Gozzen Frozen Food,Kab. Bogor,25,4.7,Kanzler
sosis kanzler beef bratwurst 360gr,53000,cahaya frozen,Tangerang,21,5.0,Kanzler
Kanzler Chicken Nugget Original 450gr,48900,Kinana Mart Frozen Food,Kab. Bogor,8,5.0,Kanzler
kanzler crispy chicken nugget 450gr,38999,Otistafrozen,Jakarta Timur,30,5.0,Kanzler
"KANZLER CRISPY CHICKEN NUGGET 450GR KHUSUS OJOL KURIR, GARING CRISPY.",46999,thaliasupplier,Depok,100,5.0,Kanzler
Kanzler Cheese Frankfurter 360gr,42558,Toko DFF,Jakarta Selatan,250,5.0,Kanzler
Kanzler Crispy Nuget Berat 120 gr,16000,SIMBAT FROZEN MART,Palembang,26,4.9,Kanzler
Kanzler Chicken Nugget Original 450gr,43000,Mamina Frozen Semarang,Semarang,40,5.0,Kanzler
kanzler beef cocktail 250gr,26875,aulia frozen food 99,Jakarta Timur,30,4.8,Kanzler
nuget kanzler crispy 450gr,47300,Rumah-Atha,Semarang,60,4.3,Kanzler
"Kanzler Crispy Chicken Nugget Stick / Naget Ayam Stik 450gr
",44900,Bliss Kitchen,Bandung,17,5.0,Kanzler
KANZLER CHEESE COCKTAIL 500 GR - SOSIS,76350,Hypermart Puri Indah,Jakarta Barat,70,4.8,Kanzler
Kanzler Cheese Frankfurter Sausage | Sosis Sapi Isi Keju (1 kg),133900,Hijrahfood Meatshop,Jakarta Barat,10,5.0,Kanzler
KANZLER CHEESE FRANKFURTER 360GR,43700,Zahra Froz,Jakarta Timur,1000,5.0,Kanzler
Kanzler Cheese Bratwurst 360gr,42300,Kanzler RS Froz,Jakarta Timur,50,5.0,Kanzler
Kanzler Cheese Cocktail | Sosis Ayam 500gr,50900,Brother Meat Shop,Depok,500,5.0,Kanzler
Kanzler Chicken Nugget Original 450 gram Nugget Ayam Kanzler,44000,OSU Food,Surabaya,40,4.8,Kanzler
Sosis Singles KANZLER Hot 90 GR,8500,Istana Frozen Mart 2,Bandung,2,5.0,Kanzler
nugget crispy kanzler,42000,zam zam frozen,Jakarta Barat,7,5.0,Kanzler
Kanzler Nugget Crispy Bubble & Original - Berat 450 Gr,42000,Mau Kenyang Kertajaya,Surabaya,7,5.0,Kanzler
naget kanzler 120gram,14000,daffadilfa shopp,Depok,25,5.0,Kanzler
Sosis Kanzler extra meaty 250gr,27500,CHILA's FROZEN,Tangerang Selatan,4,5.0,Kanzler
kanzler beef cocktail 1kg,112000,DBK Pasar Minggu,Jakarta Selatan,40,4.9,Kanzler
KANZLER CRISPY CHICKEN NUGGET 450GR,49000,warung s'inilah,Kab. Badung,9,5.0,Kanzler
kanzler smoke beef 250gr,35850,Emeryl,Jakarta Barat,100,5.0,Kanzler
Kanzler Chicken Nugget 450 gr,47500,TOKO PCA,Bekasi,8,5.0,Kanzler
KANZLER CRISPY CHICKEN NUGGET 450g,43303,Radja Makanan Beku,Jakarta Timur,40,5.0,Kanzler
Kanzler Beef coctail 500,49500,KING DURIAN84,Depok,250,5.0,Kanzler
Kanzler Beef Cocktail Sausage | Sosis Sapi Breakfast Original (500 gr),55000,Hijrahfood Meatshop Jaksel,Jakarta Selatan,100,5.0,Kanzler
Kanzler Crispy Chicken Nugget 450gr,44000,Saddhu FreshMart,Jakarta Utara,17,5.0,Kanzler
kanzler chicken nugget crispy,43000,Warung haji Nining Frozen,Jakarta Selatan,19,5.0,Kanzler
Kanzler Cheese Frankfurter / Sosis Keju 360gr,45000,Akashimura,Jakarta Barat,40,5.0,Kanzler
KANZLER BEEF COCKTAIL 250 GRAM,27500,Gunung Batu Frozen Food,Bandung,100,5.0,Kanzler
KANZLER Singles Sosis Mini Isi 4 [65gr],7950,Okz Frozen Food,Kab. Sidoarjo,27,5.0,Kanzler
KANZLER Singles Hot Isi 1 [65gr],7950,Okz Frozen Food,Kab. Sidoarjo,11,5.0,Kanzler
kanzler nugget crispy,46850,Happymefrozenfood,Kab. Bekasi,12,5.0,Kanzler
KANZLER CHEESE COCKTAIL 500GR - BRONTZ JOGJA,46500,BRONTZ JOGJA,Yogyakarta,22,5.0,Kanzler
Kanzler Sosis Beef Cocktail 500gr,50000,Kebab Mini Frozen Food,Jakarta Timur,1000,5.0,Kanzler
Kanzler Chicken Nugget Stick Original Crispy 450gr,42999,Yan Jaya Food,Bandung,7,4.0,Kanzler
NUGGET AYAM CRISPY KANZLER 500GR CHICKEN NUGGET RENYAH NEW FORMULA 500,50000,JEKFROZEN,Jakarta Barat,21,5.0,Kanzler
Kanzler Crispy Chicken Nugget 120 Gr,13999,ramadhani_collections,Bandung,30,4.0,Kanzler
Bakso Keju Kanzler Bakso sapi Keju Kanzler 1dus isi 12pack @ 4pc,90000,SinarMurni,Jakarta Pusat,80,4.9,Kanzler
Sosis kanzler Cheese Frankfurter,42000,phyphy_frozen,Jakarta Barat,50,5.0,Kanzler
Kanzler Nugget Crispy 450G - Grab/Gojek,42000,Steven Shop 12,Bekasi,8,5.0,Kanzler
Kanzler Sosis Beef Cocktail 250 Gr,29000,Torang Mart,Kab. Bogor,15,5.0,Kanzler
KANZLER Smokebeef 1kg,125000,Anugrah_Frozen,Depok,80,5.0,Kanzler
kanzler nugget crispy 450gr,45000,"DD""JESS",Tangerang,30,5.0,Kanzler
nugget kanzler,38000,A.H_frozenfood,Tangerang Selatan,25,5.0,Kanzler
KANZLER CRISPY CHICKEN NUGGET 450 GR,42300,rahmani frozmart,Bekasi,6,5.0,Kanzler
KANZLER GARLIC FRANKFRUTER 300 GR - SOSIS,54050,Hypermart Villa Melati,Tangerang Selatan,15,5.0,Kanzler
Kanzler Crispy Nugget - 120gr Promo Hemat,15800,Trio Frozen Cimahi,Cimahi,16,5.0,Kanzler
KANZLER SOSIS | Kanzler beef/ cheese/ frankfurter cocktail sosis,27000,DR Frozen Klender,Jakarta Timur,100,4.9,Kanzler
kanzler sosis cheese frankfurter 360gr / sosis premium kanzler cheese,44950,Multi food jakarta,Jakarta Utara,250,5.0,Kanzler
Sosis singles kanzler hot / cheese / original / sosis kanzler murah,7900,Younglife68,Jakarta Utara,40,5.0,Kanzler
kanzler crispy chicken nugget 450gr,46000,Wizfood Frozen Food,Kab. Sleman,30,5.0,Kanzler
KANZLER CHEESE FRANKFURTER 360 GR - SOSIS,56650,Hypermart Pejaten Village,Jakarta Selatan,100,4.8,Kanzler
Sosis sapi Kanzler 1box isi 12 Sosis sapi Jumbo Original Sosis premium,90000,SinarMurni,Jakarta Pusat,100,4.9,Kanzler
Kanzler Sosis Premium Beef Cocktail Sausage @500gr,59000,MDS Seafood Supplier,Jakarta Utara,250,5.0,Kanzler
kanzler crispy chicken nugget,40000,Faaz frozen,Bogor,100,4.9,Kanzler
Kanzler sosis ayam Frankfurter cocktail 500 gr,46500,Rumah-Sosis,Depok,250,4.8,Kanzler
Kanzler Smoke Beef 250g,34300,KING DURIAN84,Depok,100,5.0,Kanzler
Kanzler sosis cheese frankfurter 360 gr / sosis premium kanzler,44950,Multi Drink,Jakarta Utara,100,4.9,Kanzler
nugget kanzler crispy 450gr,43000,Rr Frozen,Jakarta Selatan,7,5.0,Kanzler
sosis kanzler beef cocktail sausage,33999,uus shop 02,Surabaya,1,5.0,Kanzler
nugget naget kanzler kriuk crispy chicken 450 gram,45000,R-Frozzy,Tangerang,7,5.0,Kanzler
kanzler nugget crispy 120g,18000,KingStairs-Store (ANNAFI STORE),Palembang,1,5.0,Kanzler
KANZLER SOSIS SINGLES KEJU - BRONTZ JOGJA,7950,BRONTZ JOGJA,Yogyakarta,5,5.0,Kanzler
PROMO 1 BOX KANZLER SINGLES BASO ORIGINAL 48 GR,162000,Ahokrich Shop,Jakarta Utara,1,5.0,Kanzler
