nama_produk,harga_produk,penjual,lokasi_toko,jumlah_terjual,rating_produk,brand,product_category
1 Box 12pcs - Kanzler Sosis Singles Hot,90000,TokoSarahAmanda,Tangerang Selatan,9,5.0,Kanzler,Sausage
kanzler sosis beef wiener,40000,Ratih Frozen Food,Depok,40,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450Gr FROZEN MEAT,59000,Toko Jovindo Official,Jakarta Utara,8,5.0,Kanzler,Nugget
Kanzler Bockwurst sosis sapi ayam isi 14 berat 1 kg,120000,Rumah-Sosis,Depok,40,5.0,Kanzler,Sausage
Naget Ayam Kanzler 500g,40500,Rifara Frozen Food,Surabaya,90,5.0,Kanzler,Other
kanzler chicken nugget 450gr crispy,41000,Devan_frozen,Kab. Tangerang,6,5.0,Kanzler,Nugget
Kanzler Smoked Beef 250 gr daging,35500,vresh milk,Bandung,250,5.0,Kanzler,Other
kanzler chicken cordon bleu,46470,Nicky Frozen,Bekasi,14,5.0,Kanzler,Other
KANZLER CHICKEN NUGGET 450gr,41000,RAJA BEKU,Jakarta Utara,500,5.0,Kanzler,Nugget
kanzler beef cocktail 250 gr / sosis kanzler mini 250 gr,28188,Dapur C'Uwhie,Jakarta Barat,90,4.9,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 120 gr,16900,juansha frozen food,Palembang,6,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget,45000,Arta Frozen Food,Tangerang Selatan,6,4.5,Kanzler,Nugget
Kanzler Beef Cocktail 250gr Sosis Sapi Cocktail 250gr,27800,Naturallyoufm,Jakarta Utara,250,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450 Gram,45650,KreasiUnix,Jakarta Selatan,90,5.0,Kanzler,Nugget
kanzler nugget crispy 450gr,45000,Sambal Gledek by dapurlapan,Tangerang Selatan,23,5.0,Kanzler,Nugget
"Beef coktail sausage 500 gr, Produk Kanzler",55500,MBA Frozen Food,Surabaya,750,5.0,Kanzler,Sausage
CRISPY CHICKEN NUGGET KANZLER,40500,frozen88jkt,Jakarta Selatan,50,5.0,Kanzler,Nugget
Kanzler Sosis Frankfuter Cocktail 500gr,44000,Kebab Mini Frozen Food,Jakarta Timur,250,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450gr [ KHUSUS SUMBAR ],57600,everythingyouuneed-idn,Padang,5,5.0,Kanzler,Nugget
Kanzler sosis beef cocktail 500 gr,59500,SIMBAT FROZEN MART,Palembang,100,5.0,Kanzler,Sausage
Kanzler nuget crispy 450gr,43000,Makanenak Mustika Jaya,Bekasi,25,5.0,Kanzler,Nugget
Kanzler beef winner 360gr sosis/frozen,47000,AS FROZEN MART,Tangerang,25,5.0,Kanzler,Sausage
Kanzler Beef Cocktail Sausage 21s 250 Gr,28100,RBH FROZEN,Tangerang Selatan,12,5.0,Kanzler,Sausage
sosis kanzler frankfurter coctail,45000,Ratih Frozen Food,Depok,70,5.0,Kanzler,Sausage
Kanzler Smoked Beef 250GR Kanzler Daging Asap,35600,Naturallyoufm,Jakarta Utara,100,5.0,Kanzler,Other
Kanzler Sosis Beef Coctail Sausage 500gr,53000,Gozzen Frozen Food,Kab. Bogor,25,4.7,Kanzler,Sausage
sosis kanzler beef bratwurst 360gr,53000,cahaya frozen,Tangerang,21,5.0,Kanzler,Sausage
Kanzler Chicken Nugget Original 450gr,48900,Kinana Mart Frozen Food,Kab. Bogor,8,5.0,Kanzler,Nugget
kanzler crispy chicken nugget 450gr,38999,Otistafrozen,Jakarta Timur,30,5.0,Kanzler,Nugget
"KANZLER CRISPY CHICKEN NUGGET 450GR KHUSUS OJOL KURIR, GARING CRISPY.",46999,thaliasupplier,Depok,100,5.0,Kanzler,Nugget
Kanzler Cheese Frankfurter 360gr,42558,Toko DFF,Jakarta Selatan,250,5.0,Kanzler,Other
Kanzler Crispy Nuget Berat 120 gr,16000,SIMBAT FROZEN MART,Palembang,26,4.9,Kanzler,Nugget
Kanzler Chicken Nugget Original 450gr,43000,Mamina Frozen Semarang,Semarang,40,5.0,Kanzler,Nugget
kanzler beef cocktail 250gr,26875,aulia frozen food 99,Jakarta Timur,30,4.8,Kanzler,Other
nuget kanzler crispy 450gr,47300,Rumah-Atha,Semarang,60,4.3,Kanzler,Nugget
"Kanzler Crispy Chicken Nugget Stick / Naget Ayam Stik 450gr
",44900,Bliss Kitchen,Bandung,17,5.0,Kanzler,Nugget
KANZLER CHEESE COCKTAIL 500 GR - SOSIS,76350,Hypermart Puri Indah,Jakarta Barat,70,4.8,Kanzler,Sausage
Kanzler Cheese Frankfurter Sausage | Sosis Sapi Isi Keju (1 kg),133900,Hijrahfood Meatshop,Jakarta Barat,10,5.0,Kanzler,Sausage
KANZLER CHEESE FRANKFURTER 360GR,43700,Zahra Froz,Jakarta Timur,1000,5.0,Kanzler,Other
Kanzler Cheese Bratwurst 360gr,42300,Kanzler RS Froz,Jakarta Timur,50,5.0,Kanzler,Other
Kanzler Cheese Cocktail | Sosis Ayam 500gr,50900,Brother Meat Shop,Depok,500,5.0,Kanzler,Sausage
Kanzler Chicken Nugget Original 450 gram Nugget Ayam Kanzler,44000,OSU Food,Surabaya,40,4.8,Kanzler,Nugget
Sosis Singles KANZLER Hot 90 GR,8500,Istana Frozen Mart 2,Bandung,2,5.0,Kanzler,Sausage
nugget crispy kanzler,42000,zam zam frozen,Jakarta Barat,7,5.0,Kanzler,Nugget
Kanzler Nugget Crispy Bubble & Original - Berat 450 Gr,42000,Mau Kenyang Kertajaya,Surabaya,7,5.0,Kanzler,Nugget
naget kanzler 120gram,14000,daffadilfa shopp,Depok,25,5.0,Kanzler,Other
Sosis Kanzler extra meaty 250gr,27500,CHILA's FROZEN,Tangerang Selatan,4,5.0,Kanzler,Sausage
kanzler beef cocktail 1kg,112000,DBK Pasar Minggu,Jakarta Selatan,40,4.9,Kanzler,Other
KANZLER CRISPY CHICKEN NUGGET 450GR,49000,warung s'inilah,Kab. Badung,9,5.0,Kanzler,Nugget
kanzler smoke beef 250gr,35850,Emeryl,Jakarta Barat,100,5.0,Kanzler,Other
Kanzler Chicken Nugget 450 gr,47500,TOKO PCA,Bekasi,8,5.0,Kanzler,Nugget
KANZLER CRISPY CHICKEN NUGGET 450g,43303,Radja Makanan Beku,Jakarta Timur,40,5.0,Kanzler,Nugget
Kanzler Beef coctail 500,49500,KING DURIAN84,Depok,250,5.0,Kanzler,Other
Kanzler Beef Cocktail Sausage | Sosis Sapi Breakfast Original (500 gr),55000,Hijrahfood Meatshop Jaksel,Jakarta Selatan,100,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450gr,44000,Saddhu FreshMart,Jakarta Utara,17,5.0,Kanzler,Nugget
kanzler chicken nugget crispy,43000,Warung haji Nining Frozen,Jakarta Selatan,19,5.0,Kanzler,Nugget
Kanzler Cheese Frankfurter / Sosis Keju 360gr,45000,Akashimura,Jakarta Barat,40,5.0,Kanzler,Sausage
KANZLER BEEF COCKTAIL 250 GRAM,27500,Gunung Batu Frozen Food,Bandung,100,5.0,Kanzler,Other
KANZLER Singles Sosis Mini Isi 4 [65gr],7950,Okz Frozen Food,Kab. Sidoarjo,27,5.0,Kanzler,Sausage
KANZLER Singles Hot Isi 1 [65gr],7950,Okz Frozen Food,Kab. Sidoarjo,11,5.0,Kanzler,Other
kanzler nugget crispy,46850,Happymefrozenfood,Kab. Bekasi,12,5.0,Kanzler,Nugget
KANZLER CHEESE COCKTAIL 500GR - BRONTZ JOGJA,46500,BRONTZ JOGJA,Yogyakarta,22,5.0,Kanzler,Other
Kanzler Sosis Beef Cocktail 500gr,50000,Kebab Mini Frozen Food,Jakarta Timur,1000,5.0,Kanzler,Sausage
Kanzler Chicken Nugget Stick Original Crispy 450gr,42999,Yan Jaya Food,Bandung,7,4.0,Kanzler,Nugget
NUGGET AYAM CRISPY KANZLER 500GR CHICKEN NUGGET RENYAH NEW FORMULA 500,50000,JEKFROZEN,Jakarta Barat,21,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 120 Gr,13999,ramadhani_collections,Bandung,30,4.0,Kanzler,Nugget
Bakso Keju Kanzler Bakso sapi Keju Kanzler 1dus isi 12pack @ 4pc,90000,SinarMurni,Jakarta Pusat,80,4.9,Kanzler,Meatball
Sosis kanzler Cheese Frankfurter,42000,phyphy_frozen,Jakarta Barat,50,5.0,Kanzler,Sausage
Kanzler Nugget Crispy 450G - Grab/Gojek,42000,Steven Shop 12,Bekasi,8,5.0,Kanzler,Nugget
Kanzler Sosis Beef Cocktail 250 Gr,29000,Torang Mart,Kab. Bogor,15,5.0,Kanzler,Sausage
KANZLER Smokebeef 1kg,125000,Anugrah_Frozen,Depok,80,5.0,Kanzler,Other
kanzler nugget crispy 450gr,45000,"DD""JESS",Tangerang,30,5.0,Kanzler,Nugget
nugget kanzler,38000,A.H_frozenfood,Tangerang Selatan,25,5.0,Kanzler,Nugget
KANZLER CRISPY CHICKEN NUGGET 450 GR,42300,rahmani frozmart,Bekasi,6,5.0,Kanzler,Nugget
KANZLER GARLIC FRANKFRUTER 300 GR - SOSIS,54050,Hypermart Villa Melati,Tangerang Selatan,15,5.0,Kanzler,Sausage
Kanzler Crispy Nugget - 120gr Promo Hemat,15800,Trio Frozen Cimahi,Cimahi,16,5.0,Kanzler,Nugget
KANZLER SOSIS | Kanzler beef/ cheese/ frankfurter cocktail sosis,27000,DR Frozen Klender,Jakarta Timur,100,4.9,Kanzler,Sausage
kanzler sosis cheese frankfurter 360gr / sosis premium kanzler cheese,44950,Multi food jakarta,Jakarta Utara,250,5.0,Kanzler,Sausage
Sosis singles kanzler hot / cheese / original / sosis kanzler murah,7900,Younglife68,Jakarta Utara,40,5.0,Kanzler,Sausage
kanzler crispy chicken nugget 450gr,46000,Wizfood Frozen Food,Kab. Sleman,30,5.0,Kanzler,Nugget
KANZLER CHEESE FRANKFURTER 360 GR - SOSIS,56650,Hypermart Pejaten Village,Jakarta Selatan,100,4.8,Kanzler,Sausage
Sosis sapi Kanzler 1box isi 12 Sosis sapi Jumbo Original Sosis premium,90000,SinarMurni,Jakarta Pusat,100,4.9,Kanzler,Sausage
Kanzler Sosis Premium Beef Cocktail Sausage @500gr,59000,MDS Seafood Supplier,Jakarta Utara,250,5.0,Kanzler,Sausage
kanzler crispy chicken nugget,40000,Faaz frozen,Bogor,100,4.9,Kanzler,Nugget
Kanzler sosis ayam Frankfurter cocktail 500 gr,46500,Rumah-Sosis,Depok,250,4.8,Kanzler,Sausage
Kanzler Smoke Beef 250g,34300,KING DURIAN84,Depok,100,5.0,Kanzler,Other
Kanzler sosis cheese frankfurter 360 gr / sosis premium kanzler,44950,Multi Drink,Jakarta Utara,100,4.9,Kanzler,Sausage
nugget kanzler crispy 450gr,43000,Rr Frozen,Jakarta Selatan,7,5.0,Kanzler,Nugget
sosis kanzler beef cocktail sausage,33999,uus shop 02,Surabaya,1,5.0,Kanzler,Sausage
nugget naget kanzler kriuk crispy chicken 450 gram,45000,R-Frozzy,Tangerang,7,5.0,Kanzler,Nugget
kanzler nugget crispy 120g,18000,KingStairs-Store (ANNAFI STORE),Palembang,1,5.0,Kanzler,Nugget
KANZLER SOSIS SINGLES KEJU - BRONTZ JOGJA,7950,BRONTZ JOGJA,Yogyakarta,5,5.0,Kanzler,Sausage
PROMO 1 BOX KANZLER SINGLES BASO ORIGINAL 48 GR,162000,Ahokrich Shop,Jakarta Utara,1,5.0,Kanzler,Meatball
Kanzler Chicken Cordon Bleu 300 Gr,51000,Solok Mart,Kab. Bogor,8,5.0,Kanzler,Other
Beef Cocktail Kanzler 250gr Sosis Sapi Premium Murah Bandung,28000,Sultan Indo Mart,Bandung,30,4.8,Kanzler,Sausage
nugget kanzler crispy chicken 450gr,42000,Jaya Frozz Bekasi,Bekasi,22,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450 gr,51000,QilaFiqa Shop,Depok,7,5.0,Kanzler,Nugget
chicken cordon bleu kanzler 300gr,13899,NS Food Store,Jakarta Barat,3,5.0,Kanzler,Other
KANZLER Chicken Series! - Chicken Nugget Premium/Crispy/Cordon Bleu,46500,Pasar Grosir Daging Jakarta Selatan,Jakarta Selatan,10,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget,48000,Thirty Mart,Jakarta Utara,26,5.0,Kanzler,Nugget
Kanzler Cheese Frankfurter isi 5,46000,Anugrah_Frozen,Depok,250,4.9,Kanzler,Other
kanzler sosis sapi ayam bockwurst sausage 360gr,43500,Bright Frozen Food,Jakarta Pusat,250,5.0,Kanzler,Sausage
kanzler smoked beef 250gram,35000,tokoflashsalemodernland,Tangerang,50,5.0,Kanzler,Other
nuget kanzler 450 gram,42000,endul shop,Kab. Bekasi,250,5.0,Kanzler,Nugget
NUGGET AYAM KANZLER CRISPY CHICKEN NUGGET,47500,Heimon Food Solo,Surakarta,30,5.0,Kanzler,Nugget
kanzler sosis frankfurter cocktail 500 gram,49500,berisik brew,Semarang,4,5.0,Kanzler,Sausage
KANZLER Sosis Beef Cocktail Sausage / Cheese 500 GR Chicken Nugget 450,47115,Snack Partner,Banjarmasin,30,5.0,Kanzler,Nugget-Sausage
kanzler nugget crispy,41000,Maleber Frozen,Bandung,750,5.0,Kanzler,Nugget
Kanzler Beef Cocktail Sausage | Sosis Sapi Breakfast Original (250 gr),28900,Hijrahfood Meatshop Tanjung Duren Jakarta Barat,Jakarta Barat,50,5.0,Kanzler,Sausage
Sosis Kanzler Garlic Frankfurter,35700,KING DURIAN84,Depok,250,4.9,Kanzler,Sausage
SOSIS KANZLER BEEF COCKTAIL 250GR,26500,Frozen Al Fatih,Jakarta Timur,750,5.0,Kanzler,Sausage
Sosis KANZLER Single Keju,7550,ainunfrozenfood,Jakarta Utara,250,5.0,Kanzler,Sausage
Kanzler Cheese Cocktail 500gr,43500,Elang Frozen,Bekasi,250,5.0,Kanzler,Other
KANZLER SOSIS BOCKWURST 360 GR,41700,Madina Frost,Kab. Tangerang,80,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget 450gr,44000,W&T88,Jakarta Utara,25,5.0,Kanzler,Nugget
Sosis Kanzler - Beef Cocktail Sausage - 500 gr,52000,King Fatih Shop,Jakarta Timur,20,5.0,Kanzler,Sausage
kanzler Nugget Crispy Chicken nugget Ayam Renyah 450gr,43000,ZhafiraOnlineShop,Jakarta Utara,8,5.0,Kanzler,Nugget
KANZLER Smoked Beef 250 gr,34000,Dilla Frozen Food,Bekasi,100,4.9,Kanzler,Other
KANZLER SINGLES SOSIS 65G ALL VARIAN,9900,Al-Kawtsar,Palembang,15,5.0,Kanzler,Sausage
Chicken nuget crispy kanzler,49000,TOKO MMTC,Kab. Deli Serdang,4,5.0,Kanzler,Nugget
Sosis Kanzler Sosis sapi kanzler Sosis Bockwurst Kanzler 360g,43000,SinarMurni,Jakarta Pusat,100,5.0,Kanzler,Sausage
Kanzler crispy chicken nugget 450gr frozen food bandung,42800,Moojok Lestari,Kab. Bandung,21,5.0,Kanzler,Nugget
KANZLER CHICKEN CORDON BLEU - 300 GR - BRONTZ JOGJA,47900,BRONTZ JOGJA,Yogyakarta,40,5.0,Kanzler,Other
Kanzler Chicken Cordon Bleu | Katsu Ayam Isi Keju Smoked Beef (300 gr),48500,Hijrahfood Meatshop Bogor Selatan,Bogor,12,5.0,Kanzler,Other
kanzler beef cocktail sausage 250gr,26480,the winni's shop,Jakarta Timur,60,5.0,Kanzler,Sausage
KANZLER CRISPY CHICKEN NUGGET 450GR,45000,Mars_Frozen Food,Tangerang,50,5.0,Kanzler,Nugget
sosis kanzler singles keju 65gr 1 dus isi 12pcs,88888,Cemerlang Teknik,Tangerang,60,5.0,Kanzler,Sausage
Kanzler Nugget Ayam 450gr,46000,warung putra,Tangerang,29,5.0,Kanzler,Nugget
kanzler crispy chicken nugget 450gr / Nugget Ayam / Naget Bubble,41500,Racik Indonesia,Bandung,9,5.0,Kanzler,Nugget
Kanzler Sosis Beef Cocktail 250gr,26000,Toko Atmira,Tangerang Selatan,1,5.0,Kanzler,Sausage
Sosis Kanzler Singles 65gr / sosis anak / sosis anti GTM,7999,Tummytiff,Kab. Tangerang,1000,4.8,Kanzler,Sausage
kanzler garlic frankfurter 300 gr,34000,AZEINN,Jakarta Selatan,250,5.0,Kanzler,Other
Chicken Nugget Crispy Dengan Crispy Bubble Crumb Merk Kanzler,47500,Malang Cemal Cemil & Depo Importir,Malang,100,5.0,Kanzler,Nugget
KANZLER SOSIS CHEESE FRANKFURTER / SOSIS SAPI & AYAM RASA KEJU 1KG,127000,Lancar FreshMart,Jakarta Utara,100,5.0,Kanzler,Sausage
KANZLER SMOKED BEEF 250gr / 250 gr,33900,Wiralel,Tangerang,100,5.0,Kanzler,Other
KANZLER CHICKEN NUGET CRISPY 450gr,43000,Griya Barokah Food (Frozen food),Surabaya,40,5.0,Kanzler,Nugget
"Beef Cocktail Original, 250 gram, Kanzler",28000,MANDIRIMAJUJAYA,Tangerang Selatan,17,5.0,Kanzler,Other
KANZLER CRISPY CHICKEN NUGGET 450 GR,38499,astha store 2,Jakarta Timur,30,5.0,Kanzler,Nugget
KANZLER CHIKEN CORDON BLUE,43950,daffadilfa shopp,Depok,40,4.9,Kanzler,Other
kanzler chicken cordon bleu 300gr,46000,Maleber Frozen,Bandung,40,5.0,Kanzler,Other
Kanzler sosis cocktail/beef cocktail kanzler 250gr,28000,gerai nuget,Bekasi,750,5.0,Kanzler,Sausage
Kanzler Sosis Singles Mini 65gr,8950,Alsyaka Frozen&Dairy Semarang,Semarang,12,5.0,Kanzler,Sausage
KANZLER SOSIS SAPI COCKTAIL / BEEF COCKTAIL SAUSAGE 250GR,28000,Lancar FreshMart,Jakarta Utara,500,4.9,Kanzler,Sausage
KANZLER FRANKFURTER COCKTAIL 500GR / KANZLER SOSIS AYAM 500GR,47500,Lancar FreshMart,Jakarta Utara,100,4.9,Kanzler,Sausage
kanzler crispy chicken nugget,46000,Vitta Frozen Food Jogja,Kab. Sleman,90,5.0,Kanzler,Nugget
BOCKWURST SAUSAGE KANZLER 360GR / 5PCS SOSIS SAPI HALAL,42925,LatteBless,Jakarta Selatan,100,5.0,Kanzler,Sausage
Nugget Kanzler Crispy Chicken 450gr,45000,SAY Frozen Food,Jakarta Timur,7,5.0,Kanzler,Nugget
Kanzler Crispy Chicken Nugget 450gr,40500,Frozen dlima,Jakarta Timur,9,5.0,Kanzler,Nugget
Kanzler Cheese Cocktail 500 gram,43500,PopulerCollection,Surabaya,50,5.0,Kanzler,Other
Kanzler Crispy Chicken Nugget 450gram,55000,ALBA FROZEN FOOD,Kab. Kediri,14,5.0,Kanzler,Nugget
Sosis Kanzler Beef Cocktail Sausage / Sosis Mini 500gr,52000,Akashimura,Jakarta Barat,70,5.0,Kanzler,Sausage
Kanzler Bakso Singles Original 48gr / Bakso siap makan,7499,Dapur C'Uwhie,Jakarta Barat,2000,4.9,Kanzler,Meatball
KANZLER BEEF COCKTAIL 250gr / 250 gr SOSIS SAPI,26800,Wiralel,Tangerang,250,5.0,Kanzler,Sausage
Kanzler Sosis Beef Cocktail 1kg,119990,Master daging,Jakarta Utara,250,5.0,Kanzler,Sausage
Kanzler Cheese Cocktail Sausage | Sosis Breakfast Keju (500 gr),47000,Hijrahfood Meatshop Bekasi,Bekasi,100,5.0,Kanzler,Sausage
KANZLER Nugget Crispy,52500,Addar Frozen Food Jogja,Yogyakarta,100,5.0,Kanzler,Nugget
Kanzler Beef Cocktail 250 gram,27900,Dunia Freshmart,Jakarta Utara,27,4.8,Kanzler,Other
sosis kanzler cheese cocktail 500gram,46000,tokoflashsalemodernland,Tangerang,100,5.0,Kanzler,Sausage
KANZLER SINGLES KEJU 65 GR - SOSIS,9050,Hypermart Cibubur Junction,Jakarta Timur,250,5.0,Kanzler,Sausage
kanzler sosis bockwurst 1kg,127000,AG_Dry3,Tangerang,100,5.0,Kanzler,Sausage
Kanzler Blackpepper Frankfurter Sosis Sapi Lada Hitam 300 g,50400,Diamond Supermarket,Jakarta Utara,24,5.0,Kanzler,Sausage
Kanzler Garlic Frankfurter Sosis Sapi Ayam Rasa Bawang Putih 300 Gram,36000,Alanza Frozen Food,Tangerang Selatan,250,5.0,Kanzler,Sausage
Kanzler Sosis Sapi Cheese Frankfurter @360gr,60000,raja daging jaksel,Jakarta Selatan,100,5.0,Kanzler,Sausage
kanzler crispy chicken nugget 500g,40000,Cafe Frozen,Surabaya,100,4.9,Kanzler,Nugget
Kanzler Singles Bakso Hot / Bakso Keju / Bakso Original,8500,Popon Frozen Tangerang,Tangerang,28,5.0,Kanzler,Meatball
Kanzler Premium Sosis | Garlic Frankfurter 300gr,43225,Kuka Kuka Shop,Jakarta Barat,30,5.0,Kanzler,Sausage
Sosis Kanzler Cheese Cocktail 500gr,45000,mulia frozen food,Surabaya,60,5.0,Kanzler,Sausage
kanzler chicken nugget,37500,Maleber Frozen,Bandung,500,5.0,Kanzler,Nugget
Chicken Nugget Kanzler Naget Ayam Crispy Bubble Crumb 450gr,42900,Abie Freshmart,Bandung,2,5.0,Kanzler,Nugget
KANZLER CHEESE COCKTAIL 500gr - Sosis Ayam Keju Kanzler,46820,Disass Official,Yogyakarta,40,5.0,Kanzler,Sausage
Frozen Food sosis Kanzler original - makanan beku sosis,90000,cinsshops,Jakarta Pusat,30,5.0,Kanzler,Sausage
Bockwurst Kanzler 14pcs 1kg Sosis Sapi & Ayam,132100,Citra Rasane Food,Jakarta Barat,250,5.0,Kanzler,Sausage
KANZLER BLACKPAPPER FRANKFURTER 300 GR - SOSIS,55500,Hypermart Pejaten Village,Jakarta Selatan,50,5.0,Kanzler,Sausage
kanzler Crispy Naget 450 gr,38000,Ahmad frozen food93,Jakarta Selatan,6,5.0,Kanzler,Other
Kanzler Crispy Chicken Nugget | Naget Ayam Krispy Bubble Crumb (120gr),12900,Hijrahfood Meatshop Bogor Selatan,Bogor,28,5.0,Kanzler,Nugget
Kanzler chicken cordon bleu / chicken cordon blue kanzler halal mui,45900,Multi food jakarta,Jakarta Utara,250,4.9,Kanzler,Other
kanzler beef cocktail 250gr,27000,P3nds Ponti,Jakarta Utara,12,5.0,Kanzler,Other
KANZLER SINGLE 65 GR / SOSIS KANZLER SINGLE 65GR (ORIGINAL-KEJU),8000,Lancar FreshMart,Jakarta Utara,3000,5.0,Kanzler,Sausage
kanzler crispy chiken nuget 450gr,50000,Regalia Food,Jakarta Timur,14,5.0,Kanzler,Nugget
KANZLER CHEESE FRANKFURTER SOSIS 360 GR,44400,Madina Frost,Kab. Tangerang,100,5.0,Kanzler,Sausage
KANZLER Smoked Beef 250gr,36500,MONJIE'S,Bandung,100,5.0,Kanzler,Other
Kanzler Sosis Beef Cocktail 500gr,57990,Master daging,Jakarta Utara,250,4.9,Kanzler,Sausage
kanzler beef cocktail 250gr,29000,Soefi Frozen Food,Surabaya,500,5.0,Kanzler,Other
Kanzler Beef Cocktail 500 gr Sosis,54000,Holis Frozen Food,Bandung,4,5.0,Kanzler,Sausage
nugget kanzler crispy chicken,43000,Zhaya frozen food,Jakarta Timur,9,5.0,Kanzler,Nugget
sosis Kanzler single,7700,KING DURIAN84,Depok,500,4.9,Kanzler,Sausage
Kanzler Cheese Frankfurter 360gr isi 5,43000,Elang Frozen,Bekasi,30,5.0,Kanzler,Other
Kanzler Nugget Cripsy Chicken Nugget 120 g,15500,Bos Sayur Buah,Jakarta Utara,2,5.0,Kanzler,Nugget
Kanzler Chicken Cordon Bleu / Dada Ayam Isi Smoked Beef Cheese 300gr,43000,Toko Atmira,Tangerang Selatan,1,5.0,Kanzler,Other
Kanzler Singles 65 gram,8000,Indah Frozen Food,Surabaya,250,5.0,Kanzler,Other
Kanzler Sosis Frankfurter Cocktail,47400,Juragan Daging Indonesia,Jakarta Selatan,250,4.9,Kanzler,Sausage
Kanzler Beef Cocktail Sausage 250gr,27500,JJ Frozen Food Mojosongo,Surakarta,5,5.0,Kanzler,Sausage
promo sosis kanzler single,7550,Faliba,Kab. Tangerang,750,4.8,Kanzler,Sausage
Kanzler Beef Wiener Sausaege 360GR Sosis Sapi Wiener,42100,HokTung Mart,Jakarta Utara,90,5.0,Kanzler,Sausage
Kanzler Sosis Beef Cocktail 500gr,56500,Juragan Daging Indonesia,Jakarta Selatan,250,5.0,Kanzler,Sausage
Kanzler Chicken Nugget Series,41000,Meat House Official,Jakarta Selatan,19,5.0,Kanzler,Nugget
Crispy chicken nugget kanzler,43800,Humaira_okshop,Tangerang,250,4.9,Kanzler,Nugget
KANZLER SOSIS SINGLES 65g - ORIGINAL | KEJU | MINI | HOT,7777,deposusuofficial,Jakarta Barat,6000,5.0,Kanzler,Sausage
Kanzler Crispy Nugget Stick 450gr,42000,Stanley frozen,Surabaya,5,5.0,Kanzler,Nugget
"Kanzler Sosis Bockwurst 360gr, Halal",59900,Brother Meat Shop,Depok,100,5.0,Kanzler,Sausage
Kanzler Crispy Chicken Nugget Extra Meaty,41000,Kayesh Food,Tangerang Selatan,17,5.0,Kanzler,Nugget
Baso sapi original Kanzler Bakso sapi Kanzler 1dus isi 12pack @ 4pc,90000,SinarMurni,Jakarta Pusat,90,4.9,Kanzler,Meatball
Kanzler Sosis Beef Cocktail 500 gr,27900,Alam_Seafood,Bekasi,50,5.0,Kanzler,Sausage
KANZLER BEEF COCKTAIL 1KG,118000,Gunung Batu Frozen Food,Bandung,100,5.0,Kanzler,Other
Kanzler Crispy Chicken Nugget 450g,45000,Sahaja Swalayan,Bandung,90,5.0,Kanzler,Nugget
KANZLER SOSIS JUMBO CHEESE BRATWURST SAUSAGE 360 GRAM ISI 5 PCS,48925,BINTAN Frozen Foods,Tangerang Selatan,70,5.0,Kanzler,Sausage
SMOKED BEEF - KANZLER - 1 KG - HARGA SPECIAL !,130000,Juragan Daging Indonesia,Jakarta Selatan,1000,4.9,Kanzler,Other
Kanzler crispy chicken nugget 450 gram,40500,King's Annisa Frozen Food,Bekasi,30,5.0,Kanzler,Nugget
KANZLER NUGGET CRISPY 120GR,23000,FROZENFOOD 88,Surakarta,1,4.0,Kanzler,Nugget
kanzler sosis frankfuter coctail,47500,Hana Frozen Sentiong,Jakarta Pusat,5,5.0,Kanzler,Sausage
sosis kanzler singles mini,7000,Clayrine24shop,Medan,100,4.9,Kanzler,Sausage
Sosis Kanzler Sosis sapi kanzler Sosis Beef Blackpepper Frankfurter300,38000,SinarMurni,Jakarta Pusat,250,5.0,Kanzler,Sausage
CHICKEN NUGGET CRISPY KANZLER BUMBLE CRUMB 450GR NAGET AYAM,44000,dilayulika,Tangerang Selatan,8,5.0,Kanzler,Nugget
sosis kanzler singles 65gr 1dus isi 12pcs bisa mix,88888,Cemerlang Teknik,Tangerang,100,5.0,Kanzler,Sausage
Kanzler Beef Cocktail 500gram,50000,phyphy_frozen,Jakarta Barat,70,5.0,Kanzler,Other
kanzler nugget crispy 120gr,15000,Stanley frozen,Surabaya,7,5.0,Kanzler,Nugget
Baso sapi original Kanzler Bakso sapi Kanzler single pack 65g isi 4pc,7500,SinarMurni,Jakarta Pusat,750,4.9,Kanzler,Meatball
KANZLER BEEF COCKTAIL SAUSAGE 250GR,29500,TTH-grocerystore,Bandung,40,4.6,Kanzler,Sausage
KANZLER CHICKEN CORDON BLUE 900 GRAM,145054,Haz Fruits,Semarang,90,5.0,Kanzler,Other
KANZLER BEEF COCKTAIL 500 GR,52500,Bandung Frozen Food Pungkur,Bandung,250,5.0,Kanzler,Other
Kanzler Sosis Single Hot 12 x 65 gr,90000,cinsshops,Jakarta Pusat,40,5.0,Kanzler,Sausage
Kanzler chicken cordon bleu / chicken cordon blue kanzler halal mui,45900,FG daily fresh,Jakarta Utara,60,5.0,Kanzler,Other
