nama_produk,harga_produk,penjual,lokasi_toko,jumlah_terjual,rating_produk
Kanzler Beef Cocktail Sausage Sosis Sapi Kanzler 500gr,Rp55.000,DELI FROZZ,Jakarta Utara,19 terjual,5.0
Kanzler Garlic Frankfurter 300gram X 3 Bungkus,Rp133.000,Indospirits Retailindo Sunter,Jakarta Utara,5 terjual,5.0
Kanzler Crispy Chicken Nugget Ayam Renyah 450gr,Rp45.000,DELI FROZZ,Jakarta Utara,20 terjual,5.0
Kanzler Garlic Frankfurter 300 gr,Rp36.204,SAJI Frozen&Snack,Jakarta Barat,100+ terjual,5.0
Kanzler Chicken Nugget Original 450gram X 1 Bungkus,Rp40.000,Indospirits Retailindo Sunter,Jakarta Utara,4 terjual,5.0
Kanzler Sosis Blackpepper Frankfurter 6s 300 Gr,Rp44.000,RBH FROZEN,Tangerang Selatan,,
Kanzler Cheese Coctail 500gr,Rp50.900,Rezeki Frozen,Jakarta Utara,16 terjual,5.0
Sosis Kanzler Cheese Frankfurter Beef Sausage / Sosis Keju 360gr - 1PCS,Rp47.900,Bliss Kitchen Jaksel,Jakarta Barat,1rb+ terjual,4.9
Nugget Chicken Kanzler 450gr,Rp47.500,Ratu Daging Tangerang,Kab. Tangerang,60+ terjual,4.9
Kanzler Crispy Chicken Nugget Stick 450gr,Rp57.500,Haz Fruits,Semarang,50+ terjual,5.0
KANZLER NUGGET CRISPY 450 GRAM,Rp43.000,omah pastry.id,Yogyakarta,40+ terjual,5.0
KANZLER Mini Crispy Chicken Nugget [120 gr],Rp13.975,Okz Frozen Food,Kab. Sidoarjo,30+ terjual,5.0
kanzler crispy chicken nugget 450gr,Rp43.000,Toko Aneka Poris,Tangerang,70+ terjual,5.0
Sosis Kanzler Cheese Frankfurter 360gr,Rp49.900,Rezeki Frozen,Jakarta Utara,10 terjual,5.0
Sosis Kanzler Beef Cocktail Sausage / Sosis Mini 250gr - 250GR 1PCS,Rp29.900,Bliss Kitchen,Bandung,750+ terjual,5.0
Kanzler Nugget Crispy 450Gram,Rp48.000,ABDILLAH_DAGING,Tangerang,2 terjual,
Kanzler Bockwurst Sausage Sosis Sapi dan Ayam 360gr,Rp44.000,DELI FROZZ,Jakarta Utara,14 terjual,5.0
Sosis Kanzler Cheese Frankfurter 360gr,Rp49.000,ABDILLAH_DAGING,Tangerang,3 terjual,5.0
KANZLER Crispy Chicken Nugget / Nugget Ayam Renyah - 450gr,Rp16.900,One Klik Aja,Kab. Tangerang,11 terjual,5.0
Kanzler Crispy Chicken Nugget 450gr,Rp41.000,DBK Bintaro,Tangerang Selatan,250+ terjual,5.0
Kanzler Chicken Nugget Naget ayam 450 Gram gr,Rp39.500,Alanza Frozen Food,Tangerang Selatan,250+ terjual,5.0
sunny gold nugget crispy bukan kanzler,Rp37.588,aulia frozen food 99,Jakarta Timur,14 terjual,5.0
Kanzler chicken nugget / nugget ayam premium / naget ayam kanzler,Rp41.900,FG daily fresh,Jakarta Utara,100+ terjual,5.0
Kanzler Crispy Chicken Nugget Stick 450 gram,Rp42.000,PopulerCollection,Surabaya,15 terjual,5.0
1 BOX/1 KOTAK KANZLER SOSIS SINGLE SINGLES RASA KEJU - 12 PCS,Rp86.400,KANZLER SOSIS,Jakarta Selatan,30+ terjual,5.0
kanzler chicken nugget original 450gram,Rp40.000,tokoflashsalemodernland,Tangerang,100+ terjual,5.0
kanzler nugget crispy 120gr,Rp11.500,Ahmad frozen food93,Jakarta Selatan,6 terjual,5.0
Kanzler Beef Cocktail Sausage 1KG,Rp116.000,King Fresh Mart,Jakarta Barat,250+ terjual,5.0
Sosis Kanzler Bockwurst Beef Sausage 360gr,Rp43.900,Bliss Kitchen,Bandung,100+ terjual,5.0
Sosis Kanzler Beef Black Pepper Frankfurter 300gr,Rp43.000,ABDILLAH_DAGING,Tangerang,,
Kanzler Cheese Frankfurter Sausage Sosis Sapi dan Ayam Keju Kanzler ,Rp48.000,DELI FROZZ,Jakarta Utara,13 terjual,5.0
Sosis Kanzler Beef Cocktail 250gr,Rp33.000,ABDILLAH_DAGING,Tangerang,3 terjual,4.0
Sosis Kanzler Cheese Frankfurter Beef Sausage / Sosis Keju 360gr - 1PCS,Rp47.900,Bliss Kitchen Tangerang,Tangerang,100+ terjual,5.0
KANZLER Sosis Garlic Frankfurter 300 gr,Rp35.900,Dilla Frozen Food,Bekasi,80+ terjual,5.0
KANZLER BEEF COCKTAIL SOSIS SAPI COCKTAIL,Rp31.000,Heimon FoodJogja,Kab. Bantul,14 terjual,5.0
Kanzler Chicken Cordon Blue isi 2pcs 300gram,Rp45.600,Kuka Kuka Shop Tangerang,Tangerang Selatan,28 terjual,5.0
kanzler chicken nugget 500gr,Rp42.000,Arka Frozen,Tangerang,50+ terjual,4.9
kanzler crispy chicken nugget 450gr,Rp43.500,Segarmeatshop,Jakarta Utara,21 terjual,5.0
kanzler nugget crispy,Rp40.000,k'vita shop,Jakarta Timur,70+ terjual,5.0
kanzler nugget crispy,Rp37.900,AYA FROZENFOOD,Kab. Bogor,3 terjual,5.0
KANZLER BEEF COCKTAIL (SOSIS SAPI) 500 GRAM,Rp55.000,Gunung Batu Frozen Food,Bandung,250+ terjual,5.0
"Kanzler , kanzeler Chicken Nugget / naget / nuget ayam krispi 450g",Rp53.500,PanganIndah,Tangerang,30+ terjual,5.0
Sosis Beef Cocktail - Kanzler (500gr),Rp55.500,Sakina Frozen Food,Semarang,30+ terjual,4.9
Sosis premium kanzler beef cocktail 500gr / kanzler beef cocktail - 500gr,Rp52.900,Multi food jakarta,Jakarta Utara,1rb+ terjual,4.9
Sosis Beef Cocktail Kanzler / Sosis Sapi 500gr,Rp55.900,Ratu Daging Bekasi,Bekasi,100+ terjual,4.8
Premium Kanzler Sosis Cheese Cocktail 1 pack 500gr,Rp51.205,Kuka Kuka Shop,Jakarta Barat,100+ terjual,5.0
Sosis Kanzler Beef Cocktail 250gr,Rp33.000,Aneka_Daging,Tangerang,5 terjual,5.0
kanzler beef cocktail 250 gram/sosis sapi,Rp27.500,Ara Frozen,Jakarta Timur,3 terjual,5.0
Nugget Kanzler Crispy Chicken Nugget 450gr,Rp38.000,Karunia Frozen Mart,Surabaya,4 terjual,
Kanzler Crispy Chicken Nugget 120gr - 1 Pack,Rp13.775,Kuka Kuka Meat Shop Tangerang,Tangerang Selatan,13 terjual,5.0
KANZLER CHEESE COCKTAIL 500gr / 500 gr SOSIS AYAM,Rp44.300,Wiralel,Tangerang,500+ terjual,5.0
kanzler crispy chicken nugget 120 gr Frozen food,Rp15.000,RBM Mart Frozen,Medan,2 terjual,5.0
Kanzler Beef Wiener 360gr | Kenzler,Rp39.500,Kanzler RS Froz,Jakarta Timur,100+ terjual,5.0
Kanzler Bockwurst Sausage | Sosis Sapi & Ayam (1 kg),Rp121.500,Hijrahfood Meatshop,Jakarta Barat,16 terjual,5.0
kanzler crispy chicken nugget 450gr,Rp43.200,DIAWOOR FROZEN FOOD,Tangerang Selatan,90+ terjual,5.0
KANZLER,Rp7.979,satusamaonline,Makassar,100+ terjual,5.0
kanzler crispy chicken nugget,Rp46.000,AfungFrozen,Tangerang,100+ terjual,5.0
KANZLER CORDON BLEU 300 GR,Rp45.500,Toko Sosis Menceng,Jakarta Barat,17 terjual,5.0
KANZLER Crispy Chicken Nugget 450 gr,Rp48.500,Tokona teh lilis,Tasikmalaya,40+ terjual,4.9
KANZLER Crispy Chicken Nugget Stick 450 gr,Rp48.000,Meat Point_Sunter,Jakarta Utara,11 terjual,5.0
kanzler crispy chicken nugget 450 gr,Rp47.999,Nisoku Mart,Depok,28 terjual,5.0
KANZLER NUGGET ORIGINAL 450G,Rp53.900,LOTTE Mart Bintaro,Tangerang Selatan,9 terjual,5.0
Chicken Cordon Bleu KANZLER 300 gr,Rp44.500,ainunfrozenfood,Jakarta Utara,19 terjual,5.0
Kanzler Crispy Chicken Nugget Stick 450gr,Rp42.000,Meat House Official,Jakarta Selatan,7 terjual,5.0
Kanzler Sosis Singles HOT 65gr,Rp7.499,Orient Food,Surabaya,90+ terjual,5.0
Kanzler Chicken Nugget 450 gram,Rp41.000,Success Freshmart,Jakarta Utara,50+ terjual,4.8
kanzler nugget crispy,Rp45.000,Frozen Food Andini,Surabaya,40+ terjual,5.0
kanzler nugget crispy 450g,Rp46.000,YH FROZEN,Tangerang,100+ terjual,5.0
Kanzler Sosis Bockwurst 360Gr 5pcs,Rp41.500,Frostmart,Jakarta Utara,100+ terjual,5.0
Kanzler chicken nugget / nugget ayam premium / naget ayam kanzler,Rp41.900,Younglife68,Jakarta Utara,40+ terjual,5.0
kanzler crispy chicken nugget,Rp43.000,warung neneng,Jakarta Barat,50+ terjual,5.0
Kanzler Crispy Chicken Nugget Stick - Frozen Food Halal,Rp43.000,Belly,Jakarta Barat,7 terjual,5.0
KANZLER CHICKEN NUGGET 450GR,Rp48.825,TIPTOP Online Store,Jakarta Timur,10 terjual,5.0
Kanzler Cheese Cocktail 500gr,Rp43.100,Kanzler RS Froz,Jakarta Timur,100+ terjual,5.0
kanzler chicken cordon bleu 300gr Naget ayam,Rp48.000,AS FROZEN MART,Tangerang,30+ terjual,4.8
KANZLER Sosis Cheese Cocktail 500 gr,Rp44.400,Dilla Frozen Food,Bekasi,500+ terjual,5.0
KANZLER BEEF COCKTAIL 500 GR - BRONTZ JOGJA,Rp54.500,BRONTZ JOGJA,Yogyakarta,40+ terjual,4.9
Sosis Kanzler beef cocktail 250gr frozen food Bandung murah,Rp27.999,Moojok Lestari,Kab. Bandung,16 terjual,5.0
Crispy Chicken Nugget Ayam Kanzler 450gr 1 karton isi 20pack,Rp40.999,Cemerlang Teknik,Tangerang,40+ terjual,
nugget kanzler crispy chicken 450gr,Rp43.200,Adellioolshop,Tangerang,100+ terjual,5.0
kanzler chicken nugget crispy 450 gr,Rp44.500,Pedurenan frozen,Tangerang,30+ terjual,5.0
Kanzler Smoked Beef 250 grm,Rp37.500,ramadhani_collections,Bandung,40+ terjual,5.0
Kanzler Chicken Cordon Bleu / Chicken Cordon Blue (300gr),Rp45.900,HNS MART,Jakarta Barat,27 terjual,5.0
sosis kanzler beef cocktail 250gr,Rp35.000,warung hasbi,Jakarta Timur,100+ terjual,4.9
Kanzler Sosis sapi beef cocktail 1kg / sosis sapi premium 1000gr - sosis sapi,Rp116.500,Multi food jakarta,Jakarta Utara,1rb+ terjual,4.9
Kanzler Beef Cocktail Sausage,Rp54.750,Just Beef,Tangerang Selatan,500+ terjual,5.0
sosis kanzler cheese cocktail 500gr,Rp55.000,warung hasbi,Jakarta Timur,100+ terjual,4.9
kanzler sosis beef cocktail - 500 gram,Rp65.000,WMS Meat Store,Tangerang,6 terjual,5.0
Kanzler Sosis sapi beef cocktail 1kg / sosis sapi premium 1000gr - sosis sapi,Rp116.500,Multi food jakarta,Jakarta Utara,1rb+ terjual,4.9
DILAMO BEEF COCKTAIL SOSIS SAPI HALAL PREMIUM 500g,Rp37.990,Fresh Wagyu Bandung,Bandung,250+ terjual,5.0
Kanzler Beef Cocktail Sausage,Rp54.750,Just Beef,Tangerang Selatan,500+ terjual,5.0
URUTAN beef cocktail (sosis sapi 1 meter) HALAL,Rp35.000,warung hasbi,Jakarta Timur,250+ terjual,4.8
kanzler sosis beef cocktail - 500 gram,Rp65.000,WMS Meat Store,Tangerang,6 terjual,5.0
KANZLER CRISPY CHICKEN NUGGET,Rp48.000,Marza Go,Tangerang Selatan,40+ terjual,5.0
Kanzler Crispy Chicken Nugget 450 gram Naget Ayam Crispy Bubble Crumb,Rp50.000,ANEKA BOGA FROZEN FOOD,Jakarta Timur,60+ terjual,5.0
naget kanzler 450gr,Rp41.500,HN_MART,Cimahi,,
Kanzler Crispy Nugget 120gr,Rp19.000,SEMBAKO MURAH BALIKPAPAN,Balikpapan,6 terjual,5.0
Kanzler Cheese Cocktail / Sosis Ayam 500gr,Rp47.500,OTEND FOOD,Jakarta Barat,40+ terjual,5.0
Sosis Beef Cocktail polos 500gr,Rp33.000,warung hasbi,Jakarta Timur,250+ terjual,4.8
Kanzler Beef Cocktail 500gr,Rp55.000,Toko Kuliner Jakpus,Jakarta Pusat,4 terjual,
Kanzler Sosis Beef Cocktail 250 gr,Rp30.000,Harish Food & Frozen,Kab. Bantul,,
Belmont/Akai Sosis Sapi Beef Cocktail Sausage 1 Kg,Rp72.000,Selios Meat Shop,Bekasi,,
kanzler sosis beef cocktail,Rp69.000,Segar Laut Meat & Fish Supplier,Jakarta Barat,40+ terjual,5.0
Kanzler Crispy Chicken Nugget | Naget Ayam Krispy Bubble Crumb (120gr),Rp12.900,Hijrahfood Meatshop Jaktim,Jakarta Timur,12 terjual,5.0
nuget kanzler 450gr,Rp43.000,warung neneng,Jakarta Barat,7 terjual,4.5
kanzler Original premium Chicken Nugget 450gr,Rp46.500,BarMeatShop,Tangerang,6 terjual,5.0
Kanzler Sosis Frankfurter Cocktail - Berat 500 Gr,Rp45.000,Mau Kenyang Kertajaya,Surabaya,1 terjual,5.0
Kanzler chicken nugget / kanzler crispy nugget ayam Halal Mui,Rp42.900,Fresh Multi,Jakarta Utara,250+ terjual,5.0
Kanzler Crispy Nugget 120 gr,Rp14.000,King Fresh Mart,Jakarta Barat,11 terjual,5.0
kanzler beef cocktail 250gr,Rp35.000,Rajawali Fresh Frozen Food,Jakarta Pusat,90+ terjual,5.0
Naget Kanzler Crispy 120gr,Rp14.000,phyphy_frozen,Jakarta Barat,7 terjual,5.0
Kanzler Crispy Chicken Nugget 450Gr,Rp46.000,Rhyza Olshop,Surabaya,15 terjual,5.0
Kanzler chicken nugget / kanzler crispy nugget ayam Halal Mui,Rp45.900,FG daily fresh,Jakarta Utara,250+ terjual,5.0
Kanzler Beef Cocktail 250gr Best Seller,Rp30.875,Kuka Kuka Meat Shop Jaksel,Jakarta Selatan,50+ terjual,5.0
Akai Beef Cocktail 66 Pcs 1 Kg,Rp71.900,RBH FROZEN,Tangerang Selatan,2 terjual,5.0
Bavari Beef Cocktail Sausage / Sosis Cocktail Sapi 1 Kg,Rp130.000,ToserbaMerdekaTangsel,Tangerang Selatan,100+ terjual,5.0
Sosis Sapi Premium Cocktail Beef Breakfast Sausage Smoked 40 pcs,Rp80.000,DELI FROZZ,Jakarta Utara,100+ terjual,5.0
AKAI BELMONT BEEF COCKTAIL ISI 66 PCS 1 KG,Rp78.500,ToserbaMerdekaTangsel,Tangerang Selatan,26 terjual,5.0
kanzler nugget premium 450gr,Rp43.900,bu endess,Tangerang,12 terjual,4.8
Kanzler Crispy Chicken Nugget 120gr,Rp13.000,Kasyfil Market Jakarta,Jakarta Selatan,14 terjual,5.0
Sosis singles kanzler hot / cheese / original / sosis kanzler murah,Rp7.900,Multi Drink,Jakarta Utara,30+ terjual,5.0
sosis kanzler singles 65 gram,Rp8.500,berisik brew,Semarang,80+ terjual,5.0
KANZLER CRISPY CHICKEN NUGGET 450gr,Rp51.000,Toko daging Nusantara Soepomo tebet,Jakarta Selatan,25 terjual,5.0
KANZLER SINGLE GOCHUJANG 60GR,Rp6.900,LOTTE Mart Indonesia,Jakarta Selatan,26 terjual,4.8
Kanzler Crispy Chicken Nugget 500gr,Rp43.000,SENFROZEN,Tangerang,60+ terjual,5.0
Kanzler NuGet Ayam 450gr,Rp44.000,Toko Kebab KBU FOODS,Jakarta Selatan,6 terjual,5.0
Kanzler Sosis Ayam coctail Keju 500 gram,Rp47.000,Syafira Susu,Jakarta Barat,50+ terjual,5.0
Kanzler Crispy Nugget 120gr Naget Ayam Krispi With Bubble Crumb,Rp16.500,Solusi Alami Herbal,Banjarmasin,13 terjual,5.0
kanzler sosis beef cocktail 500 gr,Rp50.000,Ara Frozen,Jakarta Timur,5 terjual,5.0
Suri Sosis Sapi Breakfast / Beef Cocktail Sausage,Rp33.000,Hijrahfood Meatshop Bekasi,Bekasi,50+ terjual,5.0
AROMA Beef cocktail sosis 250gr,Rp45.000,warung hasbi,Jakarta Timur,30+ terjual,5.0
Kanzler Sosis Beef Cocktail 250Gr Bestseller!,Rp30.875,Kuka Kuka Shop,Jakarta Barat,100+ terjual,4.9
Sosis Kanzler Beef Cocktail Sausage - 250gr,Rp32.500,Just Beef,Tangerang Selatan,750+ terjual,5.0
kanzler nugget crispy 450gr chicken,Rp49.900,Toko Sayur Basir,Depok,40+ terjual,5.0
Kanzler Beef Cocktail Sausage | Sosis Sapi Breakfast Original (500 gr),Rp55.000,Hijrahfood Meatshop Bekasi,Bekasi,250+ terjual,5.0
Kanzler Crispy Chicken Nugget 450g,Rp39.500,RASYAHSTORE OFFICIAL,Bogor,30+ terjual,5.0
Kanzler Crispy Chicken Stick 450g,Rp42.700,Frozen KFF,Tangerang Selatan,6 terjual,5.0
chicken nugget kanzler 450 gr,Rp42.500,grahafortune,Tangerang Selatan,40+ terjual,5.0
Kanzler Premium Sosis / Saussage Cheese Frankfurter - 360gram,Rp49.875,Kuka Kuka Shop,Jakarta Barat,100+ terjual,5.0
KANZLER Beef Cocktail Sosis 250gr,Rp28.000,Anugrah_Frozen,Depok,1rb+ terjual,5.0
Sosis Kanzler BEEF COCTAIL SAUSAGE Sosis SAPI 500 gr gram,Rp52.900,Sekaki Shop,Tangerang Selatan,40+ terjual,5.0
Kanzler Crispy Chicken Nugget 120gr,Rp14.500,Super Food Mania,Jakarta Timur,19 terjual,4.8
Kanzler Crispy Chicken Nugget |Naget Ayam,Rp38.000,Ina Cookies,Jakarta Timur,100+ terjual,5.0
Crispy Chicken Nugget Stick Kanzler,Rp45.000,Malang Cemal Cemil & Depo Importir,Malang,8 terjual,5.0
kanzler nugget 450 gr,Rp45.000,YH FROZEN,Tangerang,40+ terjual,4.9
Kanzler Chicken Cordon Bleu 900 Gr,Rp125.000,Success Freshmart,Jakarta Utara,250+ terjual,5.0
KANZLER CHEESE COCKTAIL 500GR / KANZLER SOSIS AYAM ISI KEJU 500GR,Rp48.000,Lancar FreshMart,Jakarta Utara,100+ terjual,4.9
Kanzler Cordon Blue 300 Gram,Rp49.000,Syafira Susu,Jakarta Barat,30+ terjual,5.0
Kanzler Crispy Chicken Nugget,Rp44.616,vieka mart official,Tangerang Selatan,100+ terjual,4.9
kanzler chicken nugget ORIGINAL 450 gram,Rp40.000,Via Frozen Food,Jakarta Timur,22 terjual,5.0
Kanzler Crispy Chicken Nugget 450g,Rp40.000,Raya Freshmart,Jakarta Selatan,500+ terjual,4.9
chicken crispy nugget kanzler 450gr,Rp48.000,aneka snack citra,Kab. Tangerang,30+ terjual,
KANZLER Chicken Cordon Bleu Isi 2pcs 300 g Halal,Rp53.500,Baby Koala Sushi,Jakarta Selatan,8 terjual,5.0
nugget ayam kanzler 450 sumber frozen makmur,Rp45.000,SUMBER FROZEN MAKMUR,Jakarta Utara,90+ terjual,4.9
Kanzler Beef Cocktail 500gr,Rp55.000,Toko Kuliner,Jakarta Barat,250+ terjual,5.0
Kanzler Crispy Chicken Nugget 450 Gram Fresh Frozen Daging Naget Ayam,Rp58.875,Sayur Ijo Jakarta,Jakarta Utara,11 terjual,5.0
Kanzler Garlic Frankfurter Sausage 300gr,Rp36.330,Toko DFF,Jakarta Selatan,500+ terjual,4.9
Kanzler Crispy Chicken Nugget isi 450gr,Rp44.000,Mamina Frozen Semarang,Semarang,250+ terjual,5.0
Sosis Kanzler Sosis sapi kanzler Sosis Garlic Frankfurter 300g isi 6,Rp38.000,SinarMurni,Jakarta Pusat,500+ terjual,4.9
KANZLER Singles Baso Original,Rp8.500,MONJIE'S,Bandung,60+ terjual,5.0
KANZLER NUGGET CRISPY 450G,Rp41.500,Bandarhayamku,Tangerang,10 terjual,5.0
Crispy Chicken Nugget KANZLER Ayam Naget 120 Gram Isi 6 PCS,Rp14.000,Istana Frozen Mart 2,Bandung,10 terjual,5.0
Kanzler Chicken Cordon Bleu 300gr [2 Potong],Rp43.000,Juan Jaya Shopp,Jakarta Timur,6 terjual,5.0
Kanzler Sosis Sapi Lada Hitam - Black Pepper Frankfurter 300 gram,Rp38.000,Rahmatika Freshmart,Tangerang Selatan,100+ terjual,5.0
NUGGET Kanzler cripsy 500g,Rp45.500,Dilla frozen,Jakarta Pusat,6 terjual,5.0
"Beef Coktail Sausage 250 gr, Produk Kanzler",Rp28.500,MBA Frozen Food,Surabaya,1rb+ terjual,5.0
KANZLER SOSIS COCKTAIL SAUSAGE CHEESE FRANKFURTER BEEF SAPI AYAM CHICK,Rp44.499,Seafoodku Surabaya,Surabaya,50+ terjual,4.9
Kanzler Sosis Frankfurter Coktail 500gr,Rp42.500,Toko DFF,Jakarta Selatan,100+ terjual,5.0
sosis kanzler beef cocktail 250gr,Rp35.000,warung hasbi,Jakarta Timur,100+ terjual,4.9
Kanzler Beef Cocktail Sausage 250 GR SOSIS SAPI ,Rp30.000,Racik Indonesia,Bandung,,
Sosis Beef Cocktail Kanzler 1kg,Rp110.600,Ratu Daging Bekasi,Bekasi,70+ terjual,4.9
sosis beef cocktail belmount 1kg,Rp75.000,TokoDagingBerkah,Tangerang,10 terjual,5.0
Kanzler Sosis Beef Cocktail 500 gr,Rp54.900,beatmeatshop,Jakarta Barat,50+ terjual,5.0
Kanzler Cheese Cocktail / Sosis Ayam 500 Gram isi 33 Pcs,Rp52.500,ToserbaMerdekaTangsel,Tangerang Selatan,80+ terjual,5.0
Sosis Kanzler Beef Cocktail Sausage / Sosis Mini 250gr - 250GR+DELMONTE,Rp46.900,Bliss Kitchen Jakpus,Jakarta Pusat,100+ terjual,5.0
Frankfurter Cocktail Kanzler 500gr Sosis Ayam,Rp52.500,Citra Rasane Food,Jakarta Barat,100+ terjual,5.0
Kanzler - BEEF COCKTAIL SAUSAGE 500gr - SOSIS SAPI Premium,Rp57.000,saleseason_by_summer,Medan,4 terjual,5.0
Kanzler Sosis Beef Cocktail 250gr Best Seller! Halal!,Rp30.875,Kuka Kuka Meat Shop Bekasi,Bekasi,16 terjual,4.8
Nugget Kanzler Bubble Crumb Kemasan 500gr,Rp45.990,Dagingnesia,Bekasi,22 terjual,5.0
Kanzler Beef Cocktail Sausage | Sosis Sapi Breakfast Original (500 gr),Rp55.000,Hijrahfood Meatshop Depok,Depok,100+ terjual,5.0
KANZLER SOSIS SINGLES SIAP MAKAN,Rp8.808,Ektong Swalayan Makassar,Makassar,60+ terjual,5.0
Kanzler Chicken nugget original 450gr,Rp40.000,Toko berlian sentosa,Tangerang,50+ terjual,5.0
Kanzler Premium Nugget Original 450 gram,Rp39.300,AG FROZEN FOOD CAB JAKARTA,Jakarta Barat,8 terjual,
KANZLER SINGLES MINI COCKTAIL / SOSIS SIAP MAKAN,Rp7.500,Racik Indonesia,Bandung,,
Kanzler Sosis Beef Cocktail 250Gr Bestseller!,Rp30.875,Kuka Kuka Meat Shop Tangerang,Tangerang Selatan,30+ terjual,5.0
kanzler sosis beef cocktail 250 gram,Rp28.900,Aishakira online,Jakarta Timur,1rb+ terjual,5.0
Kanzler Sosis Cocktail Beef / Cheese / Frankfurter 500 gr - Frankfurter,Rp47.900,beatmeatshop,Jakarta Barat,14 terjual,4.7
Sosis Kanzler Beef Cocktail Sausage / Sosis Mini 250gr - 1PCS COCKTAIL,Rp29.900,Bliss Kitchen Bekasi,Bekasi,500+ terjual,5.0
kanzler chicken nugget 450gr/ayam/frozen,Rp45.000,AS FROZEN MART,Tangerang,90+ terjual,5.0
Kanzler Crispy Chicken Nugget 450 gr,Rp43.500,tokoInud,Jakarta Timur,50+ terjual,5.0
Crispy Chicken Nuget Kanzler 450gr,Rp40.500,Gudang Durian Ciracas,Jakarta Timur,100+ terjual,5.0
Kanzler Crispy Chicken Nugget Stick 450gr,Rp49.920,tokoo_may,Makassar,30+ terjual,4.8
kanzler naget crispy,Rp50.000,PUTRI FROZEN FOOD,Jakarta Pusat,16 terjual,5.0
KANZLER CRISPY CHICKEN NUGGET 450GR,Rp13.500,celced market,Medan,500+ terjual,5.0
KANZLER SMOKED BEEF 250G,Rp48.900,LOTTE Mart Indonesia,Jakarta Selatan,30+ terjual,5.0
KANZLER SOSIS GARLIC FRANKFURTER 300gr / 300 gr SOSIS SAPI DAN AYAM,Rp35.900,Wiralel,Tangerang,250+ terjual,5.0
kanzler chicken cordon bleu ayam isi 2 pcs 300gr 300 g gram meat enak,Rp46.000,teluk frozen,Jakarta Utara,18 terjual,5.0
Kanzler Sosis Beef Cocktail 250 gr,Rp32.000,SIMBAT FROZEN MART,Palembang,250+ terjual,5.0
kanzler sosis cheese cocktail 500gr,Rp47.500,Frozen Food Panjunan,Bandung,,
Kanzler beef cocktail sausage 500g,Rp66.000,Carnivora MeatShop Bogor,Bogor,250+ terjual,5.0
kanzler sosis beef cocktail 500 gr,Rp54.000,Frozen Food Panjunan,Bandung,,
Kanzler Cheese Cocktail 500 gram Sosis Ayam rasa Keju,Rp46.000,RIESA Mart,Tangerang Selatan,250+ terjual,5.0
Sosis Kanzler cheese cocktail beef cocktail sausage - smoked beef 250,Rp34.000,Mazu Fish Market,Jakarta Barat,100+ terjual,5.0
BEEF WIENER KANZLER 360GR / 5PCS SOSIS SAPI HALAL,Rp43.050,LatteBless,Jakarta Selatan,250+ terjual,5.0
KANZLER Sosis Beef Cocktail 500 gr,Rp50.600,Dilla Frozen Food,Bekasi,500+ terjual,5.0
kanzler crispy chicken nugget,Rp50.000,Dian Paham,Tangerang Selatan,19 terjual,5.0
Kanzler Cheese Frankfurter | Sosis Ayam,Rp49.900,Brother Meat Shop,Depok,250+ terjual,4.9
Kanzler Beef Wiener 360 gr,Rp41.500,Decemil,Bogor,100+ terjual,5.0
kanzler nugget crispy 450gr,Rp45.000,Ummy Foodmart,Jakarta Barat,12 terjual,5.0
KANZLER Crispy Chicken Nugget 450gr,Rp46.900,PutraPerdana Food,Kab. Bekasi,13 terjual,5.0
Naget Kanzler Crispy Chicken 450 gr,Rp45.000,NUY Frozen Food,Jakarta Timur,100+ terjual,5.0
KANZLER PREMIUM CHICKEN NUGGET / NUGGET AYAM @ 450gr,Rp50.000,Bos Daging Jakarta Utara,Jakarta Utara,13 terjual,5.0
kanzler chicken crispy nugget450g,Rp43.000,Windah nugget,Jakarta Barat,30+ terjual,4.7
Beef Cocktail Sausage Kanzler 500gr Sosis Sapi Cocktail Premium,Rp61.000,Citra Rasane Food,Jakarta Barat,250+ terjual,5.0
Beef Cocktail sausage belmont/sosis sapi kecil 1kg (66 pcs),Rp70.500,Sinergi Pangan Frozenfood,Jakarta Timur,2rb+ terjual,5.0
Dilamo Sosis Beef Cocktail Sausage 900gr / 45pcs [READY STOCK JAKARTA],Rp67.000,Frozone Market Jakarta Timur,Jakarta Timur,1rb+ terjual,4.9
Suri Sosis Sapi Breakfast | Beef Cocktail Sausage,Rp34.000,Hijrahfood Meatshop,Jakarta Barat,500+ terjual,4.9
Kanzler Beef Cocktail 500gr,Rp58.999,DairiesMarket,Jakarta Barat,80+ terjual,5.0
Sosis Kanzler Bockwurst Beef Sausage 360gr,Rp43.900,Bliss Kitchen Jaksel,Jakarta Barat,500+ terjual,5.0
NUGGET AYAM KANZLER 450 GRAM/ CHICKEN NUGGET KANZLER/ KANZLER CHICKEN,Rp49.900,Sultan Daging Indonesia,Jakarta Utara,7 terjual,5.0
Kanzler Crispy Chicken Nugget 450 Gr,Rp44.500,Solok Mart,Kab. Bogor,40+ terjual,5.0
BEEF BLACK PEPPER FRANKFURTER KANZLER 300GR SOSIS SAPI LADA HITAM,Rp38.900,LatteBless,Jakarta Selatan,250+ terjual,5.0
nugget crispy mark kanzler,Rp45.000,Mandiri frozenfood,Jakarta Pusat,25 terjual,5.0
Kanzler Cheese Cocktail Sausage | Sosis Breakfast Keju (500 gr),Rp47.000,Hijrahfood Meatshop Bogor Selatan,Bogor,50+ terjual,5.0
